源文件名,中文字符串,Chinese string
\KFCK.TGDAMC\DeviceConnector.cs,未知的参数组。,Unknown parameter group.
\KFCK.TGDAMC\DeviceConnector.cs,配置参数-{parameterGroup.GetDisplayName()}-{parameterKey}-{parameterValue},Configuration parameters - {parameterGroup.GetDisplayName()} - {parameterKey} - {parameterValue}
\KFCK.TGDAMC\DeviceConnector.cs,读取参数-{parameterGroup.GetDisplayName()},Read parameter - {parameterGroup.GetDisplayName()}
\KFCK.TGDAMC\DeviceConnector.cs,读取分区零点-{partitionGroup.GetDisplayName()},Read partition zero - {partitionGroup.GetDisplayName()}
\KFCK.TGDAMC\DeviceConnector.cs,发送命令-{controlCommand.GetDisplayName()}-{arg0}-{arg1},Send command - {controlCommand.GetDisplayName()} - {arg0} - {arg1}
\KFCK.TGDAMC\DeviceConnector.cs,无法将未知的参数组转化为参数。,Unable to convert unknown parameter group into parameters.
\KFCK.ThicknessMeter\MainForm.cs,解析被阻止的图表ModuleId失败。,Failed to resolve blocked chart ModuleId.
\KFCK.ThicknessMeter\MainForm.cs,(已重连{supportReportStatus.RetriedTimes}次),(Reconnected {supportReportStatus.RetriedTimes} times)
\KFCK.ThicknessMeter\MainForm.cs,确定要开启一个新的临时卷吗？,Are you sure you want to open a new temporary volume?
\KFCK.ThicknessMeter\MainForm.cs,确认已对设备机械机构执行润滑操作？,Confirm that the equipment mechanical mechanism has been lubricated?
\KFCK.ThicknessMeter\MainForm.cs,停止记录,Stop recording
\KFCK.ThicknessMeter\MainForm.cs,开始记录,Start recording
\KFCK.ThicknessMeter\MainForm.cs,停止记录,Stop recording
\KFCK.ThicknessMeter\MainForm.cs,开始记录,Start recording
\KFCK.ThicknessMeter\MainForm.cs,停止记录,Stop recording
\KFCK.ThicknessMeter\MainForm.cs,开始记录,Start recording
\KFCK.ThicknessMeter\MainForm.cs,工具对话框初始化失败。,Tool dialog box initialization failed.
\KFCK.ThicknessMeter\MainForm.cs,录入信息,Entry Information
\KFCK.ThicknessMeter\MainForm.cs,卷号没有更新，仍然要开启一个新卷吗？,The volume number has not been updated. Do you still want to open a new volume?
\KFCK.ThicknessMeter\MainForm.cs,卷号没有更新，仍然要开启一个新卷吗？,The volume number has not been updated. Do you still want to open a new volume?
\KFCK.ThicknessMeter\MainForm.cs,退出急停,Exit Emergency Stop
\KFCK.ThicknessMeter\MainForm.cs,急停,Emergency Stop
\KFCK.ThicknessMeter\MainForm.cs,已完成一次信号模拟操作，是否再次模拟？,A signal simulation operation has been completed. Do you want to simulate again?
\KFCK.ThicknessMeter\MainForm.cs,是否使用本次采集的本底信号？,Do you want to use the background signal collected this time?
\KFCK.ThicknessMeter\MainForm.cs,，是否调整到此扫描区域？,", do you want to adjust to this scanning area?"
\KFCK.ThicknessMeter\MainForm.cs,射线原始数据记录完毕，文件已生成，路径为 , The original ray data has been recorded and the file has been generated. The path is
\KFCK.ThicknessMeter\MainForm.cs, 。\n\n是否立刻打开？, .\n\nOpen now?
\KFCK.ThicknessMeter\MainForm.cs,激光原始数据记录完毕，文件已生成，路径为 ,The laser raw data has been recorded and the file has been generated. The path is
\KFCK.ThicknessMeter\MainForm.cs, 。\n\n是否立刻打开？, .\n\nOpen now?
\KFCK.ThicknessMeter\MainForm.cs,射线静态数据记录完毕，文件已生成，路径为 , The ray static data has been recorded and the file has been generated. The path is
\KFCK.ThicknessMeter\MainForm.cs, 。\n\n是否立刻打开？, .\n\nOpen now?
\KFCK.ThicknessMeter\MainForm.cs,激光静态数据记录完毕，文件已生成，路径为 , The laser static data has been recorded and the file has been generated. The path is
\KFCK.ThicknessMeter\MainForm.cs, 。\n\n是否立刻打开？, .\n\nOpen now?
\KFCK.ThicknessMeter\MainForm.cs,检测到正在涂布，现在打标可能有断带风险，确定还要打标吗？,It is detected that coating is in progress. There may be a risk of tape breakage when marking now. Are you sure you still want to mark?
\KFCK.ThicknessMeter\MainForm.cs,检测到正在涂布，用户选择放弃打标。,It is detected that coating is in progress and the user chooses to abandon marking.
\KFCK.ThicknessMeter\MainForm.cs,未能打开文件：,Failed to open file:
\KFCK.ThicknessMeter\MainForm.cs,文件打开失败，原因可能是未能找到能够打开该文件类型的应用程序！,The file failed to open because no application capable of opening the file type could be found!
\KFCK.ThicknessMeter\MainForm.cs,周期,cycle
\KFCK.ThicknessMeter\MainForm.cs,单位：周,Unit: Week
\KFCK.ThicknessMeter\MainForm.cs,计时,Timing
\KFCK.ThicknessMeter\MainForm.cs,单位：秒,Unit: Seconds
\KFCK.ThicknessMeter\MainForm.cs,用户：,user:
\KFCK.ThicknessMeter\MainForm.cs,某些面板正在加载中，请稍后再尝试切换布局！,"Some panels are loading, please try switching layouts again later!"
\KFCK.ThicknessMeter\MainForm.cs,切换布局,Switch layout
\KFCK.ThicknessMeter\MainForm.cs,由 {currentLayout?.Name} 变更为 {layout.Name},Changed from {currentLayout?.Name} to {layout.Name}
\KFCK.ThicknessMeter\MainForm.cs,设为默认,set as Default
\KFCK.ThicknessMeter\MainForm.cs,设置默认布局,Set the default layout
\KFCK.ThicknessMeter\MainForm.cs,由 {oldDefault?.Name} 变更为 {_layoutTag.Name},Changed from {oldDefault?.Name} to {_layoutTag.Name}
\KFCK.ThicknessMeter\MainForm.cs,您确定要退出应用吗？,Are you sure you want to exit the application?
\KFCK.ThicknessMeter\MainForm.cs,放宽宽度不合理，请重新设置！合理范围是 {lowLimit} - {AppSettings.Default.FindBorderExpandWidthLimit}。,"The width expansion is unreasonable, please reset it! The reasonable range is {lowLimit} - {AppSettings.Default.FindBorderExpandWidthLimit}."
\KFCK.ThicknessMeter\MainForm.cs,已开启自动纠偏或智能分区模式，关闭寻边跟踪可能导致软件削薄区剔除错误，确定要关闭吗？,Automatic correction or intelligent partitioning mode has been turned on. Turning off edge tracking may cause software to reject thinned areas incorrectly. Are you sure you want to turn it off?
\KFCK.ThicknessMeter\MainForm.cs,某些面板正在加载中，请稍后再尝试关闭所有面板！,"Some panels are loading, please try closing all panels again later!"
\KFCK.ThicknessMeter\MainForm.cs,关闭布局,Close Layout
\KFCK.ThicknessMeter\MainForm.cs,请为当前布局设置一个名称。,Please set a name for the current layout.
\KFCK.ThicknessMeter\MainForm.cs,布局名称,Layout Name
\KFCK.ThicknessMeter\MainForm.cs,我的布局,My layout
\KFCK.ThicknessMeter\MainForm.cs,已存在以当前名称命名的布局，请换个名称再试。,A layout with the current name already exists. Please try again with a different name.
\KFCK.ThicknessMeter\MainForm.cs,保存布局,Save Layout
\KFCK.ThicknessMeter\MainForm.cs,删除布局,Delete a layout
\KFCK.ThicknessMeter\MainForm.cs,设置失败：跟边距离不能大于扫描宽度。,Setup failed: The edge distance cannot be greater than the scan width.
\KFCK.ThicknessMeter\MainForm.cs,设置失败：扫描宽度不能小于跟边距离。,Setup failed: Scan width cannot be less than edge distance.
\KFCK.ThicknessMeter\MainForm.cs,确定要将零点分区模式改为,Confirm that you want to change the zero-point partition mode to
\KFCK.ThicknessMeter\MainForm.cs,吗？,?
\KFCK.ThicknessMeter\MainForm.cs,设置失败：区间扫描起点不能大于区间扫描终点。,Setting failed: The interval scan start point cannot be greater than the interval scan end point.
\KFCK.ThicknessMeter\MainForm.cs,设置失败：区间扫描终点不能小于区间扫描起点。,Setting failed: The interval scan end point cannot be smaller than the interval scan start point.
\KFCK.ThicknessMeter\MainForm.cs,设置失败：设备的运动范围上限值为 , Setup failed: The upper limit of the device's range of motion is
\KFCK.ThicknessMeter\MainForm.cs, 毫米。, Millimeters.
\KFCK.ThicknessMeter\MainForm.cs,设置失败：设备的运动范围上限值为 , Setup failed: The upper limit of the device's range of motion is
\KFCK.ThicknessMeter\MainForm.cs, 毫米。, Millimeters.
\KFCK.ThicknessMeter\MainForm.cs,设置失败：设备的点动范围上限值为 , Setting failed: The upper limit of the device's jog range is
\KFCK.ThicknessMeter\MainForm.cs, 毫米。, Millimeters.
\KFCK.ThicknessMeter\MainForm.cs,激光分区补偿值已应用到配置中，是否立即重启以使新配置生效？,The laser partition compensation value has been applied to the configuration. Do you want to restart immediately to make the new configuration take effect?
\KFCK.ThicknessMeter\MainForm.cs,确定要重启本应用程序吗？,Are you sure you want to restart this application?
\KFCK.ThicknessMeter\MainForm.cs,逗号分割值文件(*.csv)|*.csv,Comma Separated Values File (*.csv) | *.csv
\KFCK.ThicknessMeter\MainForm.cs,导出所有配置元数据及当前值,Export all configuration metadata and current values
\KFCK.ThicknessMeter\MainForm.cs,来源,source
\KFCK.ThicknessMeter\MainForm.cs,分组,Grouping
\KFCK.ThicknessMeter\MainForm.cs,描述,describe
\KFCK.ThicknessMeter\MainForm.cs,可见性,Visibility
\KFCK.ThicknessMeter\MainForm.cs,出厂设置,Factory settings
\KFCK.ThicknessMeter\MainForm.cs,编辑器可见,Editor Visible
\KFCK.ThicknessMeter\MainForm.cs,默认值,default value
\KFCK.ThicknessMeter\MainForm.cs,当前值,The current value
\KFCK.ThicknessMeter\MainForm.cs,主程序,Main Program
\KFCK.ThicknessMeter\MainForm.cs,模块,Modules
\KFCK.ThicknessMeter\MainForm.cs,是,yes
\KFCK.ThicknessMeter\MainForm.cs,否,no
\KFCK.ThicknessMeter\MainForm.cs,是,yes
\KFCK.ThicknessMeter\MainForm.cs,否,no
\KFCK.ThicknessMeter\MainForm.cs,保存成功！,Saved successfully!
\KFCK.ThicknessMeter\MainForm.cs,所有配置保存失败。,Failed to save all configurations.
\KFCK.ThicknessMeter\MainForm.cs,保存失败，请检查文件是否被占用！,"Failed to save, please check if the file is occupied!"
\KFCK.ThicknessMeter\MainForm.cs,已启动 , Started
\KFCK.ThicknessMeter\MainForm.Designer.cs,用户登录,User login
\KFCK.ThicknessMeter\MainForm.Designer.cs,修改密码,change Password
\KFCK.ThicknessMeter\MainForm.Designer.cs,选项,Options
\KFCK.ThicknessMeter\MainForm.Designer.cs,权限管理,authority management
\KFCK.ThicknessMeter\MainForm.Designer.cs,退出登录,sign out
\KFCK.ThicknessMeter\MainForm.Designer.cs,图表,chart
\KFCK.ThicknessMeter\MainForm.Designer.cs,实时日志,Real-time log
\KFCK.ThicknessMeter\MainForm.Designer.cs,启动,start up
\KFCK.ThicknessMeter\MainForm.Designer.cs,停止,stop
\KFCK.ThicknessMeter\MainForm.Designer.cs,IP地址,IP address
\KFCK.ThicknessMeter\MainForm.Designer.cs,端口号,The port number
\KFCK.ThicknessMeter\MainForm.Designer.cs,配方管理,Recipe Management
\KFCK.ThicknessMeter\MainForm.Designer.cs,当前配方,Current recipe
\KFCK.ThicknessMeter\MainForm.Designer.cs,设备状态,device status
\KFCK.ThicknessMeter\MainForm.Designer.cs,区间扫描,Range Scan
\KFCK.ThicknessMeter\MainForm.Designer.cs,原点回归,Return to origin
\KFCK.ThicknessMeter\MainForm.Designer.cs,区间扫描起点,Range scan starting point
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：毫米,Unit: mm
\KFCK.ThicknessMeter\MainForm.Designer.cs,区间扫描终点,End point of interval scan
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：毫米,Unit: mm
\KFCK.ThicknessMeter\MainForm.Designer.cs,原点回归行程,Origin return stroke
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：毫米,Unit: mm
\KFCK.ThicknessMeter\MainForm.Designer.cs,扫描速度,Scan speed
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：毫米/秒,Unit: mm/s
\KFCK.ThicknessMeter\MainForm.Designer.cs,距离,distance
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：毫米,Unit: mm
\KFCK.ThicknessMeter\MainForm.Designer.cs,正向,Positive
\KFCK.ThicknessMeter\MainForm.Designer.cs,负向,Negative
\KFCK.ThicknessMeter\MainForm.Designer.cs,取消测零,Cancel zero measurement
\KFCK.ThicknessMeter\MainForm.Designer.cs,复位,Reset
\KFCK.ThicknessMeter\MainForm.Designer.cs,急停,Emergency Stop
\KFCK.ThicknessMeter\MainForm.Designer.cs,实时数据,Real-time data
\KFCK.ThicknessMeter\MainForm.Designer.cs,启动模拟,Start Simulation
\KFCK.ThicknessMeter\MainForm.Designer.cs,停止模拟,Stop simulation
\KFCK.ThicknessMeter\MainForm.Designer.cs,开始记录,Start recording
\KFCK.ThicknessMeter\MainForm.Designer.cs,工程师模式,Engineer Mode
\KFCK.ThicknessMeter\MainForm.Designer.cs,标定,Calibration
\KFCK.ThicknessMeter\MainForm.Designer.cs,历史数据,historical data
\KFCK.ThicknessMeter\MainForm.Designer.cs,关闭所有,Close All
\KFCK.ThicknessMeter\MainForm.Designer.cs,保存布局,Save Layout
\KFCK.ThicknessMeter\MainForm.Designer.cs,布局,layout
\KFCK.ThicknessMeter\MainForm.Designer.cs,删除布局,Delete a layout
\KFCK.ThicknessMeter\MainForm.Designer.cs,计时,Timing
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：秒,Unit: Seconds
\KFCK.ThicknessMeter\MainForm.Designer.cs,查看零点,View Zero Point
\KFCK.ThicknessMeter\MainForm.Designer.cs,警报历史,Alarm History
\KFCK.ThicknessMeter\MainForm.Designer.cs,基本信息,Basic Information
\KFCK.ThicknessMeter\MainForm.Designer.cs,保存原始数据,Save original data
\KFCK.ThicknessMeter\MainForm.Designer.cs,关闭,closure
\KFCK.ThicknessMeter\MainForm.Designer.cs,开启,Open
\KFCK.ThicknessMeter\MainForm.Designer.cs,更新历史,Update History
\KFCK.ThicknessMeter\MainForm.Designer.cs,关于,about
\KFCK.ThicknessMeter\MainForm.Designer.cs,操作手册,Operation Manual
\KFCK.ThicknessMeter\MainForm.Designer.cs,定位,position
\KFCK.ThicknessMeter\MainForm.Designer.cs,定位,position
\KFCK.ThicknessMeter\MainForm.Designer.cs,定位位置,Positioning
\KFCK.ThicknessMeter\MainForm.Designer.cs,单位：mm,Unit: mm
